task,method,lambda,seed,late_window_pass8_mean,late_window_greedy_mean,source
wikisql,exponential,51.853313596896,4000,0.8625,0.7768,uploaded_curve_completion_02_attempt005
wikisql,exponential,57.85055987655,4000,0.8515625,0.7708,uploaded_curve_completion_02_attempt005
wikisql,exponential,64.541435173211,4000,0.865625,0.7764,uploaded_curve_completion_02_attempt005
wikisql,exponential,72.006163174686,4000,0.853125,0.7752000000000001,uploaded_curve_completion_02_attempt005
wikisql,exponential,80.334246073468,4000,0.8515625,0.7687999999999999,uploaded_curve_completion_02_attempt005
wikisql,exponential,89.625537699269,4000,0.8625,0.7744000000000001,uploaded_curve_completion_02_attempt005
wikisql,exponential,99.991440767825,4000,0.8453125,0.7780000000000001,uploaded_curve_completion_02_attempt005
wikisql,exponential,111.556242601009,4000,0.88125,0.7772000000000001,uploaded_curve_completion_02_attempt005
wikisql,exponential,124.458605333543,4000,0.8609375,0.7747999999999999,uploaded_curve_completion_02_attempt005
wikisql,exponential,138.853228473926,4000,0.85625,0.7776000000000001,uploaded_curve_completion_02_attempt005
wikisql,exponential,154.912703753689,4000,0.8671875,0.7716000000000001,uploaded_curve_completion_02_attempt005
wikisql,exponential,172.829584504651,4000,0.86875,0.7704000000000001,uploaded_curve_completion_02_attempt005
wikisql,exponential,192.818694376052,4000,0.8609375,0.7664,uploaded_curve_completion_02_attempt005
wikisql,exponential,215.119703073085,4000,0.875,0.7804,uploaded_curve_completion_02_attempt005
wikisql,exponential,240.0,4000,0.8609375,0.7707999999999999,uploaded_curve_completion_02_attempt005
